,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304
ETTh1_IFOAdam_PF_06_Loss,58.582134,59.472805,49.975494,20.549263,6.6423683,4.6656766,4.113468,3.8212147,3.6492424,3.4375308,3.2750783,3.1333423,2.9652555,2.834104,2.76526,2.709481,2.626457,2.5304492,2.475805,2.4562097,2.411766,2.340795,2.3135223,2.2916467,2.2953627,2.2262795,2.1993663,2.1949615,2.1692576,2.1409543,2.1785736,2.1252973,2.1141374,2.1218054,2.0898156,2.0819395,2.1098874,2.0252547,2.0375109,2.0596185,2.0573559,2.077967,2.077197,2.060178,2.0297685,2.025673,2.0440197,2.034609,2.0005438,2.0184557,2.0171053,1.9996784,1.9915177,2.0198498,2.0255482,1.9801003,1.973467,1.9939965,1.9847215,1.9487619,1.9633341,2.0016756,1.9796498,1.9846619,1.9537747,1.9443452,1.9464893,1.9200023,1.9406583,1.945899,1.9423263,1.9393276,1.9268439,1.9141504,1.9373615,1.8795606,1.9048872,1.9175475,1.8974382,1.8589137,1.8654662,1.8741093,1.8568037,1.8532842,1.8445086,1.8273107,1.7931296,1.8160924,1.8392277,1.8101861,1.7842767,1.7688912,1.8057408,1.7693162,1.7604263,1.742987,1.7427374,1.8165473,1.7883619,1.7718536,1.7359613,1.7342272,1.7144306,1.7074611,1.6708775,1.7332662,1.7218502,1.7283292,1.7162043,1.6786464,1.7191563,1.7073177,1.6307024,1.6459721,1.6450378,1.6715223,1.6845078,1.6040754,1.7022878,1.6978954,1.6919996,1.692174,1.6532763,1.6475824,1.6680895,1.6434305,1.6419443,1.6935875,1.6805518,1.6449655,1.6378019,1.6616118,1.6229926,1.6463009,1.5919822,1.5780313,1.6011531,1.5963979,1.6317846,1.6158711,1.6027151,1.6077584,1.5525353,1.6063763,1.5585496,1.5328758,1.5167197,1.523588,1.500996,1.521164,1.5171298,1.4787779,1.4573044,1.4935969,1.5100168,1.5001721,1.4628986,1.4799877,1.4710974,1.4516497,1.4869297,1.4848108,1.4749099,1.528367,1.4630835,1.4544568,1.4682283,1.4446791,1.4634943,1.4643776,1.4357255,1.4197891,1.4407635,1.4491509,1.4342469,1.4161686,1.4061995,1.4337841,1.4211124,1.4038178,1.4032031,1.4095376,1.3840293,1.4105242,1.3889873,1.4757593,1.4235488,1.4703118,1.3928013,1.4341244,1.43358,1.4206607,1.3891506,1.4063038,1.3777328,1.406167,1.3894516,1.3905435,1.3939576,1.4664552,1.3895513,1.3840885,1.3590434,1.3574207,1.3459383,1.3506606,1.3233137,1.3764306,1.3866423,1.3727207,1.391132,1.3406473,1.3412281,1.340246,1.3585569,1.3508399,1.3469793,1.3223547,1.3277091,1.3201765,1.347807,1.3305402,1.3160145,1.3227504,1.3230518,1.3025476,1.3084028,1.3175052,1.2786509,1.3065763,1.3105967,1.2792642,1.2921975,1.2911268,1.2919717,1.2865583,1.3037632,1.2783324,1.2683904,1.2842245,1.2656823,1.3116715,1.2816279,1.2733656,1.3048222,1.2824618,1.2539502,1.2732698,1.2485677,1.2775022,1.2426934,1.338521,1.3608805,1.2910963,1.2853444,1.2457114,1.2971582,1.2677915,1.2905743,1.2397989,1.267633,1.2306732,1.2375278,1.2559397,1.2512226,1.234865,1.2635983,1.2546415,1.245714,1.2360684,1.2080544,1.2423275,1.2349209,1.2455828,1.2315533,1.23239,1.2323927,1.2258464,1.2447414,1.2117082,1.2516468,1.23251,1.2297751,1.2368127,1.2170496,1.2238016,1.2241309,1.224377,1.2179228,1.2136221,1.2199916,1.2233874,1.2219895,1.1980464,1.1999094,1.2298039,1.2070642,1.2262291,1.2172122,1.2260172,0.010275951586663723,0.07940530776977539,0.33771729469299316,0.27026045322418213,0.9365839589560354
ETTh1_IFOAdam_PF_08_Loss,59.30314,57.468483,36.75887,11.130435,6.615685,5.2163363,4.792689,4.4651637,4.24864,3.9581091,3.7771637,3.5976532,3.4382355,3.222937,3.080564,2.9442105,2.888693,2.7841427,2.7017958,2.5810795,2.5166097,2.5048494,2.4545903,2.422346,2.403994,2.3840072,2.2903497,2.268164,2.2609923,2.2190452,2.1591072,2.1749976,2.128069,2.1321535,2.120855,2.1106288,2.1104538,2.0784972,2.0695245,2.0642183,2.0621014,2.0125542,2.0237646,1.9932262,2.022646,1.995265,1.9958105,1.995309,1.9803241,1.9668278,1.95682,1.9835608,1.970148,1.9615391,1.9528929,1.9721317,1.9637607,1.9234843,1.9423524,1.9304615,1.9070295,1.9359885,1.9059423,1.9252836,1.9206448,1.9048268,1.8800495,1.8972595,1.8895161,1.9071164,1.9151561,1.8855151,1.8767451,1.8453621,1.8408074,1.8586845,1.8260441,1.839691,1.814923,1.796195,1.7889563,1.8369114,1.7999105,1.7774863,1.7784882,1.7993486,1.7570381,1.815043,1.8429713,1.8405924,1.8117626,1.806092,1.7881038,1.7665578,1.75523,1.7845072,1.7597121,1.7267504,1.7677654,1.7770153,1.7666781,1.7449981,1.7515574,1.7517301,1.7360942,1.6795746,1.6909122,1.6961073,1.6925366,1.6935661,1.7189685,1.6695198,1.6923871,1.701345,1.6979474,1.6481814,1.6470197,1.656119,1.6217784,1.6101586,1.6131532,1.6132457,1.5737656,1.5854442,1.5925174,1.5792497,1.5893524,1.587335,1.5548856,1.5325052,1.5652795,1.5216357,1.5355208,1.5331964,1.5229832,1.4994079,1.4875872,1.4984276,1.4930708,1.4836926,1.5099076,1.4928619,1.5002651,1.511894,1.5063497,1.4908571,1.4905514,1.4698064,1.4830729,1.4392583,1.4690298,1.4904734,1.4882414,1.465187,1.4670845,1.451539,1.4582745,1.4340564,1.4678848,1.4432948,1.4458007,1.427431,1.410757,1.4421109,1.4519266,1.4608624,1.4440162,1.4462467,1.445004,1.4612626,1.4528894,1.4116112,1.4186268,1.4235902,1.437992,1.4586403,1.4206406,1.4149173,1.4289873,1.4041823,1.4030741,1.415097,1.4282947,1.4054247,1.40456,1.38996,1.4103129,1.4030734,1.3591014,1.3744795,1.3965207,1.3923516,1.406492,1.3874143,1.3774077,1.3859347,1.3772795,1.3847692,1.3818703,1.3739027,1.3633884,1.3550968,1.3438427,1.3170574,1.3516027,1.3333488,1.3111886,1.3406162,1.3243327,1.3593718,1.3295159,1.336487,1.3553494,1.3420601,1.3220502,1.3304896,1.3174587,1.3054224,1.3126411,1.2802868,1.3070537,1.3031616,1.3226669,1.2949219,1.2672284,1.288433,1.2689737,1.2882681,1.3005233,1.2789702,1.3035865,1.3078451,1.2849646,1.2922591,1.2846776,1.2734892,1.2522488,1.2889817,1.2669595,1.2894477,1.2634871,1.2652402,1.2788554,1.2441276,1.2586548,1.2389102,1.2383447,1.2515235,1.2586161,1.2400336,1.2629449,1.2453772,1.2527598,1.2267205,1.2411599,1.2386959,1.2482486,1.2200655,1.2327374,1.2088158,1.2167166,1.2160885,1.2343088,1.2626045,1.2322136,1.2159632,1.222961,1.223522,1.2208462,1.2112291,1.1995947,1.1914805,1.2265334,1.2298536,1.2391919,1.2297158,1.2074958,1.1997114,1.206655,1.1887561,1.2011777,1.1858721,1.1807798,1.182014,1.2069106,1.180555,1.1991538,1.1782112,1.1786932,1.20491,1.2319895,1.214356,1.1584672,1.1703991,1.1873891,1.1668197,1.1607072,1.1560106,1.1635362,1.1555725,0.008568774908781052,0.06907463073730469,0.35079601407051086,0.24829936027526855,0.9471194636783861
ETTh1_IFOAdam_PF_10_Loss,62.613754,62.2178,52.922035,20.95757,6.906917,4.071731,3.6979914,3.5984962,3.4667985,3.3443248,3.220469,3.1224003,3.0447457,3.0088015,2.8922825,2.8672056,2.7677028,2.729483,2.697625,2.6489134,2.5919302,2.5515738,2.5174835,2.5002499,2.4699628,2.4061475,2.379122,2.3621452,2.3439922,2.3346016,2.3118653,2.2845848,2.253724,2.2981114,2.2133665,2.2126603,2.1764903,2.133076,2.164925,2.1473196,2.1798716,2.1387887,2.1536622,2.1011117,2.0957541,2.0944555,2.090139,2.0510223,2.074952,2.0860193,2.0386913,2.0648906,2.0647466,2.036468,2.0361447,2.0060978,1.9939053,1.9980345,2.0018218,1.9645145,1.9679815,1.9706217,1.9757782,1.9755569,1.973611,1.9979854,1.9572152,1.9333624,1.9359365,1.9202663,1.9030566,1.9112151,1.9026191,1.9247743,1.8653218,1.8840269,1.8931053,1.8880323,1.8731002,1.8974391,1.8786814,1.8673744,1.8395146,1.8481176,1.8266281,1.8510106,1.8567041,1.858104,1.8230752,1.8504163,1.8086185,1.8133912,1.7938662,1.7846304,1.8102168,1.8101113,1.7954829,1.8005376,1.8079289,1.806451,1.7896667,1.7862637,1.7890003,1.7911495,1.7686641,1.7510886,1.786717,1.7358555,1.7457428,1.7589864,1.7281638,1.7320254,1.7346635,1.7444314,1.7228973,1.725979,1.7262976,1.7013131,1.719179,1.7301252,1.6857837,1.6939398,1.6859698,1.7152698,1.6758319,1.6869813,1.6792928,1.6880053,1.7296101,1.6803193,1.6816231,1.6748923,1.6376376,1.6639988,1.6335617,1.6416743,1.6501887,1.6309872,1.6208878,1.6391102,1.617065,1.6155685,1.6107223,1.583645,1.573239,1.5866576,1.562664,1.572747,1.5668296,1.5733745,1.5507165,1.5639018,1.5723305,1.5358427,1.5723975,1.5503414,1.5545129,1.5440273,1.5522823,1.523401,1.5234917,1.5349047,1.5253588,1.51657,1.5116144,1.5073802,1.4948074,1.5059783,1.5026861,1.5065056,1.483425,1.4867752,1.4821875,1.4852885,1.4998913,1.49139,1.4950558,1.4698347,1.451608,1.4502567,1.4576527,1.4751409,1.4959147,1.4436984,1.44918,1.4854476,1.4409324,1.4364398,1.4440674,1.4549876,1.4245839,1.4624716,1.4479069,1.419126,1.4321346,1.4196912,1.4342487,1.4244697,1.4371463,1.4292387,1.398367,1.4434521,1.4092168,1.3913682,1.4012481,1.3933477,1.3924985,1.3892394,1.4013493,1.3702532,1.3740153,1.4024739,1.3821543,1.3832339,1.3539971,1.3457901,1.3716129,1.357368,1.355802,1.3577633,1.3611932,1.3185407,1.3783832,1.3404906,1.3486768,1.3507699,1.3285245,1.32646,1.3438228,1.3595421,1.3318421,1.3181648,1.3268024,1.3223145,1.3186542,1.3115214,1.3323866,1.3200036,1.3276687,1.3465806,1.3224722,1.3126392,1.3202322,1.2957474,1.3212076,1.3037102,1.3225111,1.2949545,1.3153632,1.3042052,1.3045437,1.2939007,1.297928,1.2886829,1.3060663,1.3279471,1.3111224,1.2987632,1.2873552,1.2865394,1.2886155,1.2735461,1.2690799,1.2791044,1.248276,1.2681577,1.2567558,1.2447809,1.2663131,1.2623113,1.2251488,1.248044,1.255489,1.2355827,1.2395465,1.2364302,1.2315705,1.2338144,1.219878,1.2253621,1.2264864,1.2135303,1.219372,1.2300986,1.2093759,1.2261909,1.2409419,1.2469722,1.2382272,1.227736,1.2319068,1.2073216,1.2035332,1.2053338,1.2087213,1.1935169,1.2059717,1.2082355,1.2140877,1.2134517,0.008807673119008541,0.07091651111841202,0.2368127405643463,0.24421830475330353,0.9456451509053113
ETTh1_IFOAdam_PF_12_Loss,62.03886,59.589153,48.0752,15.408594,6.0852575,4.376611,3.9020572,3.6704783,3.490434,3.3485408,3.1917012,3.1231894,3.0260587,2.9356806,2.8314102,2.723242,2.6977434,2.611135,2.572788,2.4842167,2.4644766,2.419176,2.3707502,2.3711467,2.3462615,2.33951,2.2898154,2.2841938,2.242026,2.2106826,2.1994047,2.1940095,2.2028978,2.1530485,2.1745307,2.1393437,2.0958958,2.118137,2.121163,2.1341655,2.1211734,2.0881228,2.1181996,2.0881324,2.0667138,2.0948625,2.0804493,2.0828667,2.0886116,2.0658221,2.0396466,2.0362308,2.0352864,2.0645833,2.0636828,2.0538902,2.0055299,1.9841093,1.9946849,2.0068853,2.0287044,1.9673516,1.9581841,1.9508839,1.9594816,1.9964381,1.9570585,1.9311004,1.9432857,1.9312778,1.929194,1.921661,1.8956348,1.9042598,1.8799062,1.8891878,1.856304,1.8842945,1.834776,1.8575084,1.8738822,1.8477067,1.8270576,1.8542722,1.8470985,1.8299214,1.8191732,1.8141735,1.8037751,1.798623,1.8116796,1.7489781,1.7525696,1.775032,1.7580137,1.7785957,1.7558104,1.7381501,1.7597216,1.7505639,1.746439,1.7382971,1.7238246,1.7058381,1.7008286,1.7355707,1.6900941,1.6864599,1.6541104,1.6858416,1.6644037,1.6611924,1.6701775,1.6526066,1.6391687,1.6346076,1.6132121,1.6162537,1.6403177,1.6428249,1.6388669,1.5818479,1.6205624,1.62998,1.61137,1.585397,1.6184869,1.6063185,1.5730017,1.5638525,1.5909835,1.5973402,1.5606251,1.5649347,1.5751258,1.5633845,1.5625566,1.5407528,1.5501909,1.5368537,1.5248077,1.5260242,1.5228083,1.5226613,1.5168427,1.5135498,1.484605,1.4883766,1.4834377,1.4958099,1.4950371,1.5059167,1.4869233,1.4781827,1.4939505,1.4837924,1.4697782,1.4864707,1.4644369,1.4725101,1.4584808,1.4567759,1.4298128,1.4582415,1.4578975,1.4511955,1.4529707,1.4503284,1.4186811,1.4321718,1.4143833,1.4589735,1.4259461,1.405912,1.4138767,1.4308909,1.422412,1.4086908,1.4087808,1.4355154,1.4226623,1.4187388,1.4037675,1.4042605,1.3942007,1.4016457,1.4009788,1.3903569,1.3646793,1.3763955,1.3942395,1.3641725,1.3797734,1.3624282,1.3586578,1.3759395,1.3792124,1.3488809,1.3524209,1.364895,1.3559878,1.3708532,1.3684087,1.3519752,1.3509386,1.3465321,1.3509486,1.3725854,1.3280045,1.3543259,1.3304571,1.3397257,1.3378121,1.342771,1.3322563,1.3278571,1.3233379,1.3316007,1.3321866,1.3197213,1.3025007,1.3350797,1.3217067,1.3259622,1.3125278,1.3079132,1.2983557,1.308272,1.3213022,1.2768582,1.3055456,1.3038797,1.2948898,1.2799282,1.2895677,1.2873188,1.2470652,1.2645702,1.2913151,1.2899544,1.283374,1.276955,1.2934166,1.2789358,1.2579932,1.2680745,1.2751083,1.2510068,1.2548851,1.2838532,1.2554499,1.2733661,1.2786467,1.2909034,1.2605677,1.263106,1.2696028,1.269237,1.2515184,1.2605455,1.2510924,1.2459667,1.2358419,1.230491,1.2326659,1.250548,1.2463055,1.2744302,1.2346735,1.2342733,1.2346392,1.2296927,1.2424479,1.2254359,1.2429448,1.2191892,1.2220676,1.2310303,1.2244874,1.2341559,1.2459532,1.2025341,1.2184389,1.194026,1.2155653,1.2006292,1.216356,1.2182777,1.1979425,1.204816,1.1996012,1.189072,1.2026383,1.2042221,1.1931676,1.1827154,1.2165152,1.1939441,1.1990095,1.2083697,0.008872780948877335,0.0712757334113121,0.2711198925971985,0.24835056066513062,0.9452433485475433
ETTh1_IFOAdam_PF_14_Loss,65.89901,63.394775,56.029797,25.002886,7.732661,4.5515747,3.815534,3.6278043,3.4999433,3.3816211,3.2329326,3.1268675,3.034445,2.994059,2.8927314,2.8141022,2.75,2.6752512,2.6846097,2.5706842,2.5264134,2.5007415,2.4759634,2.46657,2.3611476,2.3584242,2.3583858,2.3288448,2.308034,2.2631922,2.2669356,2.2475636,2.2522273,2.226945,2.1985936,2.1568842,2.1958408,2.2135875,2.1779394,2.1799376,2.1664834,2.1688428,2.1688757,2.1256902,2.1265223,2.0915897,2.1010125,2.075518,2.0636914,2.087435,2.086455,2.0843601,2.061292,2.0569768,2.0741658,2.0564759,2.0646758,2.0188684,2.0183287,2.0378513,2.0183039,2.0131385,1.988341,2.0312412,2.0083213,2.037057,2.011308,1.9840549,1.9971066,1.986214,1.9915673,2.0071113,1.9646349,1.9776784,1.970145,1.9566604,1.9886663,1.9380134,1.956923,1.9339622,1.9627419,1.9598755,1.9313353,1.9249184,1.9213457,1.9091439,1.8681772,1.8869802,1.8886487,1.8763205,1.8628331,1.8781272,1.8701221,1.868843,1.8392093,1.8241687,1.8185048,1.7986321,1.8307854,1.8144064,1.7859991,1.7825587,1.7773933,1.7923366,1.7764385,1.803652,1.7787901,1.7790176,1.72822,1.7554855,1.7443159,1.7405449,1.7360678,1.7389514,1.7505442,1.7357686,1.7068882,1.7288414,1.7002213,1.7122941,1.6715311,1.6766965,1.6899498,1.6796458,1.6806904,1.7134664,1.685202,1.6647853,1.6736566,1.65772,1.6384366,1.6337061,1.6191368,1.6264132,1.6422201,1.6285319,1.6583399,1.6475171,1.6421683,1.6586418,1.6518589,1.5997503,1.631035,1.6253537,1.6341288,1.6315886,1.6456192,1.615158,1.6221188,1.5873007,1.621516,1.6418984,1.6388676,1.6299927,1.6117103,1.5918171,1.5910766,1.6060147,1.6062187,1.5676243,1.6126332,1.575313,1.5784215,1.5456817,1.5444453,1.5559056,1.5722857,1.5756502,1.5400046,1.546002,1.5243604,1.5380983,1.525774,1.5327061,1.5401174,1.5307229,1.5419903,1.5116967,1.4927344,1.5003227,1.518929,1.5335051,1.5372918,1.509295,1.5348285,1.4989463,1.5099211,1.5383787,1.517383,1.4923867,1.4837095,1.4976219,1.505986,1.4835396,1.4888477,1.4729837,1.4849093,1.4733977,1.4754024,1.4596857,1.4409891,1.4563257,1.4338726,1.4619292,1.4303559,1.4449676,1.4435967,1.4513842,1.4173168,1.4399333,1.4261756,1.4311612,1.4371673,1.4140741,1.399721,1.4195292,1.4211574,1.3954843,1.3913511,1.3768971,1.3949763,1.3787018,1.4240146,1.3877237,1.4024696,1.3604718,1.3561827,1.3765851,1.3757366,1.3549751,1.3707826,1.3700246,1.3900018,1.3700858,1.3813285,1.3433504,1.3609209,1.362424,1.3612955,1.3396986,1.3653319,1.3665655,1.3452462,1.3652877,1.3560926,1.3325315,1.3565663,1.3657779,1.3540494,1.3341756,1.3191568,1.3137358,1.3087523,1.3505926,1.3357173,1.3686911,1.3515037,1.3622469,1.3120452,1.3544843,1.3500144,1.3507025,1.3366247,1.318219,1.3156412,1.3236418,1.3028035,1.286856,1.2764683,1.2811168,1.29586,1.308202,1.3341986,1.3259254,1.32834,1.3074893,1.294878,1.2877096,1.2964435,1.3185153,1.2632108,1.3012815,1.273994,1.2846086,1.3028662,1.2877644,1.2953274,1.3057666,1.2856264,1.2895892,1.2764101,1.2671967,1.2699604,1.2490028,1.2979944,1.2596897,1.254604,1.2537119,1.2633814,1.2586265,0.01115186046808958,0.08465854078531265,0.2754722535610199,0.2828447222709656,0.9311784531539057
ETTh1_IFOAdam_PF_16_Loss,63.27233,61.58045,45.50355,14.343897,5.6954184,4.1817327,3.8861213,3.722101,3.5064416,3.3809469,3.2922664,3.159489,3.0758479,2.9787252,2.881246,2.811353,2.723004,2.7151952,2.6411395,2.5774622,2.5270514,2.4633875,2.4168077,2.3868048,2.3671503,2.325222,2.3151991,2.3012073,2.2942262,2.267632,2.21446,2.2076838,2.2209768,2.1874564,2.2181716,2.20664,2.172551,2.166856,2.1219633,2.162037,2.1660175,2.1357074,2.0860515,2.109055,2.1121788,2.0782785,2.1314902,2.0788832,2.058147,2.09562,2.0584755,2.072163,2.0377114,2.0735686,2.0524373,2.03077,2.027445,2.066567,2.0472655,2.0324242,2.0319517,2.015357,2.0466275,2.0284727,2.0081496,2.0160317,2.0202901,2.0349061,2.0512655,2.0315223,2.0749984,2.0088942,2.0630324,2.0099645,1.9769508,2.001851,1.9917343,1.9522326,1.9620415,1.942315,1.9994776,1.9588948,1.9846646,1.9733802,1.9591591,1.9592395,1.9230798,1.9246154,1.9351023,1.9065014,1.9018581,1.9455639,1.9126682,1.9220186,1.9126763,1.9213674,1.9238988,1.8639364,1.8746059,1.9148473,1.8937854,1.8675652,1.9204705,1.8786613,1.8534131,1.8508836,1.861685,1.8351667,1.8469642,1.863132,1.7976785,1.8055545,1.7972903,1.7708035,1.8088875,1.8095508,1.7927074,1.7915924,1.7901233,1.8125894,1.7583624,1.7591937,1.7465501,1.7247161,1.6939453,1.7160386,1.7247707,1.701086,1.7010202,1.6928409,1.6905888,1.6932184,1.696941,1.6754507,1.6929972,1.6373078,1.6862739,1.6755941,1.6763594,1.6861742,1.6799812,1.6759354,1.6713407,1.6998022,1.6514755,1.62484,1.6394134,1.6092181,1.6678246,1.644801,1.6389626,1.650597,1.6431187,1.644535,1.6597699,1.6280308,1.6117544,1.5803057,1.6089156,1.6280973,1.6008646,1.5553045,1.5930947,1.6007148,1.5535209,1.5667166,1.5409049,1.5650034,1.5661114,1.5823014,1.5613372,1.5706471,1.5724773,1.5450691,1.5572952,1.570127,1.5561808,1.5418303,1.555284,1.5780023,1.5574371,1.5791931,1.5511911,1.5554348,1.5265765,1.5365447,1.5404098,1.5297197,1.536675,1.5396975,1.5258602,1.5261358,1.4900757,1.5018992,1.4836794,1.4854286,1.4918034,1.4829447,1.4693825,1.4877031,1.4855596,1.4919447,1.4778869,1.478161,1.4985695,1.4555392,1.4557996,1.4629169,1.433595,1.4435363,1.4480314,1.4583681,1.4387671,1.4453131,1.4210442,1.416582,1.4154084,1.4033926,1.4105473,1.4262967,1.4177523,1.4017804,1.4179736,1.4166505,1.4048249,1.3724855,1.3849671,1.3989242,1.3914387,1.3795719,1.3834599,1.3928306,1.3796695,1.3774103,1.366777,1.3749245,1.3469347,1.3460475,1.3369282,1.3602287,1.3414116,1.3641796,1.3406055,1.3465649,1.343385,1.3460307,1.3324223,1.3184354,1.3139018,1.3160148,1.3286072,1.3167572,1.3424464,1.3326839,1.3172725,1.3173118,1.3324414,1.3184613,1.3688884,1.3249785,1.3334001,1.3503469,1.3070701,1.3271961,1.3322023,1.3379464,1.3019845,1.3242251,1.2949286,1.2890716,1.3144127,1.297947,1.2973382,1.3367836,1.3211327,1.2893867,1.3206503,1.318143,1.2821895,1.2904435,1.2804735,1.2930157,1.2764429,1.3302637,1.3050376,1.3083314,1.2600194,1.2765392,1.3117474,1.2731918,1.3153945,1.2769657,1.2847848,1.2761763,1.2638677,1.2621423,1.2541056,1.246524,1.2466542,1.2384675,0.011371735483407974,0.08406595140695572,0.3296299874782562,0.2929821312427521,0.9298215389547804
